Ref_produit,Categorie,Description,Marque
SMK7QFR+T43HEEU,PC/postes de travail,"Lenovo ThinkCentre A58 + 19"". Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-ROM. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: Tower. Type de produit: PC. Poids: 10,9 kg. Couleur du produit: Noir",Lenovo
SMK7QFR+T44HNEU,PC/postes de travail,"Lenovo ThinkCentre A58 + 19"". Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-ROM. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: Tower. Type de produit: PC. Poids: 10,9 kg. Couleur du produit: Noir",Lenovo
SMK7QFR+T72HMEU,PC/postes de travail,"Lenovo ThinkCentre A58 + 22"". Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-ROM. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: Tower. Type de produit: PC. Poids: 10,9 kg. Couleur du produit: Noir",Lenovo
SMK7QFR+T72HNE,PC/postes de travail,"Lenovo ThinkCentre A58 + 22"". Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-ROM. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: Tower. Type de produit: PC. Poids: 10,9 kg. Couleur du produit: Noir",Lenovo
SMKP1FR+9QA-01505,PC/postes de travail,"Lenovo ThinkCentre A58 + Microsoft Office Small Business 2007. Fréquence du processeur: 2,7 GHz, Famille de processeur: Intel® Pentium®, Modèle de processeur: E5400. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-ROM. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: Tower. Type de produit: PC. Poids: 10,9 kg. Couleur du produit: Noir",Lenovo
SMKP1FR/+,PC/postes de travail,"Lenovo ThinkCentre A58. Fréquence du processeur: 2,7 GHz, Famille de processeur: Intel® Pentium®, Modèle de processeur: E5400. Mémoire interne: 4 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-ROM. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: Tower. Type de produit: PC. Poids: 10,9 kg. Couleur du produit: Noir",Lenovo
SML7MFR+45K162,PC/postes de travail,"Lenovo ThinkCentre A58 + 45K162. Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: SFF. Type de produit: PC. Poids: 7,5 kg. Couleur du produit: Noir",Lenovo
SML7MFR+T43HEEU,PC/postes de travail,"Lenovo ThinkCentre A58 + 19"". Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: SFF. Type de produit: PC. Poids: 7,5 kg. Couleur du produit: Noir",Lenovo
SML7MFR+T44HNEU,PC/postes de travail,"Lenovo ThinkCentre A58 + 19"". Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: SFF. Type de produit: PC. Poids: 7,5 kg. Couleur du produit: Noir",Lenovo
SML7MFR+T72HMEU,PC/postes de travail,"Lenovo ThinkCentre A58 + 22"". Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: SFF. Type de produit: PC. Poids: 7,5 kg. Couleur du produit: Noir",Lenovo
SML7MFR+T72HNEU,PC/postes de travail,"Lenovo ThinkCentre A58 + 22"". Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: SFF. Type de produit: PC. Poids: 7,5 kg. Couleur du produit: Noir",Lenovo
SNCE2FR+45K1672,PC/postes de travail,"Lenovo ThinkStation S20 + NVIDIA Quadro FX 1800. Fréquence du processeur: 2,8 GHz, Famille de processeur: Intel® Xeon® séquence 3000, Modèle de processeur: W3530. Mémoire interne: 6 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur de cartes mémoires intégré. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 625 W. Type de châssis: Tower. Type de produit: Station de travail. Poids: 15 kg. Couleur du produit: Noir",Lenovo
SOH3GEU+45J6211,Serveurs,"Lenovo ThinkServer TD200. Famille de processeur: Intel® Xeon® séquence 5000, Fréquence du processeur: 2,13 GHz, Modèle de processeur: E5506. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Taille du disque dur: 2.5"", Interface du disque dur: SATA, Série Attachée SCSI (SAS). Ethernet/LAN. Lecteur optique: DVD-RW. Alimentation d'énergie: 920 W, Alimentation redondante (RPS). Type de châssis: Tour (5U)",Lenovo
SPSA9FR+T40HBEU,PC/postes de travail,"Lenovo ThinkCentre SPSA9FR+T40HBEU. Fréquence du processeur: 3,2 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-650. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 500 Go, Lecteur de cartes mémoires intégré, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: Tower. Type de produit: PC. Couleur du produit: Noir",Lenovo
SPSA9FR+T72HMEU,PC/postes de travail,"Lenovo ThinkCentre SPSA9FR+T72HMEU. Fréquence du processeur: 3,2 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-650. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 500 Go, Lecteur de cartes mémoires intégré, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: Tower. Type de produit: PC. Couleur du produit: Noir",Lenovo
SPSA9FR+T72HNEU,PC/postes de travail,"Lenovo ThinkCentre SPSA9FR+T72HNEU. Fréquence du processeur: 3,2 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-650. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur de cartes mémoires intégré, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: Tower. Type de produit: PC. Poids: 11 kg. Couleur du produit: Noir",Lenovo
SPSA9FR+T78HNEU,PC/postes de travail,"Lenovo SPSA9FR+T78HNEU. Fréquence du processeur: 3,2 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-650. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 500 Go, Lecteur de cartes mémoires intégré, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: Tower. Type de produit: PC. Couleur du produit: Noir",Lenovo
STWA9FR+T40HBEU,PC/postes de travail,"Lenovo ThinkCentre M90 + 24"". Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-530. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 130 W. Type de produit: PC. Poids: 4,2 kg. Couleur du produit: Noir",Lenovo
STWA9FR+T72HMEU,PC/postes de travail,"Lenovo ThinkCentre M90 + 22"". Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-530. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 130 W. Type de produit: PC. Poids: 4,2 kg. Couleur du produit: Noir",Lenovo
STWA9FR+T72HNEU,PC/postes de travail,"Lenovo ThinkCentre M90 + 22"". Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-530. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur de cartes mémoires intégré, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 130 W. Type de produit: PC. Poids: 4,2 kg. Couleur du produit: Noir",Lenovo
STWA9FR+T78HNEU,PC/postes de travail,"Lenovo ThinkCentre M90 + 22"". Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-530. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 130 W. Type de produit: PC. Poids: 4,2 kg. Couleur du produit: Noir",Lenovo
STZA6FR+T40HBEU,PC/postes de travail,"Lenovo ThinkCentre M90p + 22"". Fréquence du processeur: 3,2 GHz, Famille de processeur: Intel® Core™ i5. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Wifi. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de produit: PC. Couleur du produit: Noir",Lenovo
STZA6FR+T72HMEU,PC/postes de travail,"Lenovo ThinkCentre M90p + 22"". Fréquence du processeur: 3,2 GHz, Famille de processeur: Intel® Core™ i5. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de produit: PC. Couleur du produit: Noir",Lenovo
STZA6FR+T72HNEU,PC/postes de travail,"Lenovo ThinkCentre M90p + 22"". Fréquence du processeur: 3,2 GHz, Famille de processeur: Intel® Core™ i5. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de produit: PC. Couleur du produit: Noir",Lenovo
STZA6FR+T78HNEU,PC/postes de travail,"Lenovo ThinkCentre M90p + 22"". Fréquence du processeur: 3,2 GHz, Famille de processeur: Intel® Core™ i5. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de produit: PC. Couleur du produit: Noir",Lenovo
WU220ES,PC/postes de travail,"HP Elite 7100. Fréquence du processeur: 2,8 GHz, Famille de processeur: Intel® Pentium®, Modèle de processeur: G6950. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique inclus: Intégré, Modèle d'adaptateur graphique distinct: Intel® GMA HD. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 300 W. Type de châssis: Micro Tower. Type de produit: PC. Couleur du produit: Noir",HP
XETB1001-100FRS,Cartes réseau,"NETGEAR XETB1001. Technologie de connectivité: Avec fil, Interface de l'hôte: RJ-45, Interface: Ethernet. Débit de transfert des données maximum: 85 Mbit/s. Couleur du produit: Blanc",NETGEAR
ZY-GS1124,Commutateurs réseaux,"Zyxel GS-1124B. Type de commutateur: Non-géré, Banc de commutateurs: L2. Quantité de ports Ethernet RJ-45 de commutation de base: 24. Capacité de commutation: 48 Gbit/s. Standards réseau: IEEE 802.1p, IEEE 802.3, IEEE 802.3u, IEEE 802.3x, IEEE 802.3z",Zyxel
ZY-TOKEN5,Équipements de sécurité RPV,Zyxel ZY-TOKEN5,Zyxel
ZY-ZW2P,Pare-feux (matériel),"Zyxel ZyWALL 2 Plus. Débit du pare-feu: 0,024 Gbit/s, Débit VPN: 0,024 Gbit/s. Pare-feu de sécurité: DoS, DDoS, Support de VPN: DES/3DES/AES. Protocoles réseau pris en charge: PPPoE, PPTP. Dimensions (LxPxH): 181 x 128 x 36 mm, Poids: 304 g. Débit du pare-feu: 24 Mbit/s, Débit du VPN: 24 Mbit/s, Débit de transfert des données maximum: 100 Mbit/s",Zyxel
CSD69S-80,Lave-vaisselles,"Candy CSD69S. Placement de l'appareil: Pose libre, Couleur de la porte: Argent. Nombre de couverts: 9 couverts, Niveau sonore: 53 dB. Consommation d'eau par cycle: 13 L, Consommation d'énergie par cycle: 0,92 kWh, Tension d'entrée AC: 230 V. Largeur: 450 mm, Profondeur: 600 mm, Hauteur: 850 mm. Dimensions du colis (LxPxH): 530 x 670 x 890 mm",Candy
WM5120W,Machines à laver,"Beko WM5120W. Type de chargement: Charge avant. Capacité nominale: 5 kg, Classe d'efficacité d'essorage: B. Classe de lavage: A. Vitesse d'essorage maximale: 1200 tr/min. Couleur du produit: Argent. Largeur: 595 mm, Profondeur: 480 mm, Hauteur: 850 mm",Beko
DRVS73W,Sèche-linge,"Beko DRVS73W. Placement de l'appareil: Pose libre, Type de chargement: Charge avant, Couleur du produit: Blanc. Capacité nominale: 7 kg. Classe d'efficacité énergétique: C, Consommation d'énergie: 3,95 kWh. Profondeur: 620 mm, Largeur: 600 mm, Hauteur: 850 mm",Beko
GOW464-80,Sèche-linge,"Candy GOW464. Placement de l'appareil: Pose libre, Type de chargement: Charge avant, Couleur du produit: Blanc. Capacité nominale: 4 kg, Vitesse d'essorage maximale: 1400 tr/min. Départ différé: 9 h. Charge connectée: 2150 W, Tension d'entrée AC: 230 - 240 V. Profondeur: 540 mm, Largeur: 600 mm, Hauteur: 850 mm",Candy
GOC58F-80,Sèche-linge,"Candy GOC58F. Placement de l'appareil: Pose libre, Type de chargement: Charge avant, Couleur du produit: Blanc. Capacité nominale: 8 kg, Niveau sonore: 66 dB. Classe d'efficacité énergétique: C, Consommation d'énergie: 5,12 kWh, Charge connectée: 2500 W. Profondeur: 600 mm, Largeur: 600 mm, Hauteur: 850 mm. Dimensions du colis (LxPxH): 650 x 620 x 900 mm",Candy
GR6CVK,Fours et cuisinières,"Leisure GR6CV. Type de produit: Cuisinière, Couleur du produit: Noir. Type de plaque: Céramique, Nombre de brûleurs: 4 zone(s), Type de surface extérieure (dessus): Vitrocéramique. Source d'alimentation du four: Electrique, La capacité totale de l'intérieur du four (s): 88 L. Type de minuterie: Numérique. Largeur: 600 mm, Profondeur: 600 mm, Hauteur: 900 mm",Leisure
LGV65W,Fours et cuisinières,"Leisure LGV65. Type de produit: Cuisinière, Couleur du produit: Blanc. Type de plaque: Gaz, Nombre de brûleurs: 4 zone(s), Brûleur/zone de cuisson de type 1: Small. La capacité totale de l'intérieur du four (s): 53 L. Type de minuterie: Numérique. Largeur: 600 mm, Profondeur: 600 mm, Hauteur: 920 mm",Leisure
LEVC66W,Fours et cuisinières,"Leisure LEVC66W. Type de produit: Cuisinière. Type de plaque: Céramique, Type de surface extérieure (dessus): Vitrocéramique, Brûleur/zone de cuisson de type 1: Small. Source d'alimentation du four: Electrique, La capacité totale de l'intérieur du four (s): 88 L. Type de minuterie: Numérique. Largeur: 600 mm, Profondeur: 600 mm, Hauteur: 900 mm",Leisure
PK-F30LA1,Accessoires de projecteur,"Sony PKF30LA1. Compatibilité de marque: Sony, Couleur du produit: Noir, Compatibilité: VPLFX30, VPLFX35",Sony
PKF500LA1,Accessoires de projecteur,"Sony PKF500LA1. Compatibilité de marque: Sony, Couleur du produit: Noir, Compatibilité: VPL-FX500L. Largeur: 152,5 mm, Profondeur: 88,5 mm, Hauteur: 129,7 mm",Sony
PS.LMPF270.123.1,Extensions de garantie et support,Sony 3Y PrimeSupport f/ LMP-F270. Nombre d'années: 3 année(s),Sony
PS.LMPF271.123.1,Extensions de garantie et support,Sony 3Y PrimeSupport f/ LMP-F271. Nombre d'années: 3 année(s),Sony
PS.LMPF300.123.1,Extensions de garantie et support,Sony 3Y PrimeSupport f/ LMP-F300. Nombre d'années: 3 année(s),Sony
PS.VPLBW7.4XX.1,Extensions de garantie et support,Sony 1Y PrimeSupport Plus f/ VPL-BW7. Nombre d'années: 1 année(s),Sony
PS.VPLFH300L.1-5.2,Extensions de garantie et support,"Sony PrimeSupport Plus, 5Y, Uplift, VPL-FH300L. Nombre d'années: 5 année(s)",Sony
PS.VPLFH300L.123.2,Extensions de garantie et support,"Sony PrimeSupport Plus, 3Y, Uplift, VPL-FH300L. Nombre d'années: 3 année(s)",Sony
PS.VPLFH300L.45X.1,Extensions de garantie et support,"Sony PrimeSupport Plus, 2Y, Extension, VPL-FH300L. Nombre d'années: 2 année(s)",Sony
PS.VPLFW300L.1-5.2,Extensions de garantie et support,"Sony PrimeSupport Plus, 5Y, Uplift, VPL-FW300L. Nombre d'années: 5 année(s)",Sony
PS.VPLFW300L.123.2,Extensions de garantie et support,"Sony PrimeSupport Plus, 3Y, Uplift, VPL-FW300L. Nombre d'années: 3 année(s)",Sony
PS.VPLFW300L.45X.1,Extensions de garantie et support,"Sony PrimeSupport Plus, 2Y, Extension, VPL-FW300L. Nombre d'années: 2 année(s)",Sony
PS.VPLFW41.1-5.1,Extensions de garantie et support,"Sony PrimeSupport Plus, 5Y, Uplift, VPL-FW41. Nombre d'années: 5 année(s)",Sony
PS.VPLFW41.123.2,Extensions de garantie et support,"Sony PrimeSupport Plus, 3Y, Uplift, VPL-FW41. Nombre d'années: 3 année(s)",Sony
PS.VPLFW41.45X.1,Extensions de garantie et support,"Sony PrimeSupport Plus, 2Y, Extension, VPL-FW41. Nombre d'années: 2 année(s)",Sony
PS.VPLHW15.4XX.1,Extensions de garantie et support,"Sony PrimeSupport Plus, 2Y, Extension, VPL-HW15. Nombre d'années: 2 année(s)",Sony
PS.VPLVW200.4XX.1,Extensions de garantie et support,"Sony PrimeSupport Plus, 2Y, Extension, VPL-VW200. Nombre d'années: 2 année(s)",Sony
PS.VPLVW85.4XX.1,Extensions de garantie et support,Sony VPL-VW85. Nombre d'années: 2 année(s),Sony
PSD-SHV,Kits de support,"Sony PSD-SHV. Capacité de charge maximale: 12 kg, Matériel: Verre, Couleur du produit: Transparent",Sony
VPLL-Z1024PK,Objectifs de projection,"Sony VPLLZ1024. Ratio de projection: 2.4:1 - 3.2:1. Dimensions (LxPxH): 97 x 180 x 87 mm, Poids: 1,1 kg",Sony
VPLL-ZM42,Objectifs de projection,"Sony VPLL-ZM42. Ratio de projection: 1.87 - 2.3, Taille de l'image projetée: 40 - 300, Couleur du produit: Noir. Dimensions (LxPxH): 88 x 159 x 88 mm, Poids: 700 g",Sony
VPLL-ZP41,Objectifs de projection,Sony VPLLZP41. Ratio de projection: 2.53 - 3.08,Sony
VSP-NS7,Lecteurs multimédia,"Sony VSPNS7. Couleur du produit: Noir, Formats audio pris en charge: MP3, WMA. Résolution de l'écran: 1920 x 1080 pixels. Capacité disque dur: 120 Go. Interface: USB 2.0/1.1. Caractéristiques réseau: 100BASE-TX/1000Base-T",Sony
AT514A,Accessoires de racks,HP AT514A,HP
AT516A,Accessoires de racks,"HP AT516A. Couleur du produit: Noir. Dimensions (LxPxH): 63,5 x 91,5 x 30,5 mm",HP
AT517A,Accessoires de racks,HP AT517A. Couleur du produit: Noir,HP
AT518A,Accessoires de racks,"HP AT518A. Dimensions (LxPxH): 66,1 x 114,3 x 35,6 mm",HP
AT519A,Points d'accès réseaux locaux sans fil,"HP AT519A. LAN Ethernet : taux de transfert des données: 10,100 Mbit/s, Bande de fréquence: 2.4 GHz. Algorithme de sécurité soutenu: 256-bit WEP. Type de direction d'antenne: Omni-directionnel, Niveau de gain de l'antenne (max): 2,2 dBi, Type de connecteur Antenne: RP-SMA. Débit de transfert de données: 250 Kbps, Technologie sans fil: IEEE 802.14.5, Distance de fonctionnement maximum: 15 m",HP
NTH3RMH,Laptops,"Lenovo ThinkPad T510. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-540M, Fréquence du processeur: 2,53 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 250 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,7 kg",Lenovo
40Y7707,Adaptateurs de puissance & onduleurs,"Lenovo 40Y7707. Utilité: Ordinateur portable, Type d'alimentation d'énergie: Intérieure, Tension d'entrée: 100-240 V. Couleur du produit: Noir. Largeur: 43 mm, Profondeur: 104 mm, Hauteur: 29 mm",Lenovo
GM205.ADEWBK,Téléphones portables,"LG GM205. Format: Barre. Capacité de la carte SIM: SIM unique. Taille de l'écran: 5,08 cm (2""), Résolution de l'écran: 176 x 220 pixels. Résolution de la caméra arrière (numerique): 2 MP. Bluetooth. Radio FM. Capacité de la batterie: 950 mAh, Délai d'attente (2G): 450 h. Poids: 84 g",LG
NU823GE,Laptops,"Lenovo ThinkPad X201 Tablet. Type de produit: Hybride (2-en-1), Format: Convertible (Pivotant). Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-640LM, Fréquence du processeur: 2,13 GHz. Taille de l'écran: 30,7 cm (12.1""), Résolution de l'écran: 1280 x 800 pixels, Écran tactile. Mémoire interne: 4 Go. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Poids: 1,8 kg",Lenovo
V27M,Écrans plats de PC,"AOC V27M. Taille de l'écran: 68,6 cm (27""), Résolution de l'écran: 1920 x 1080 pixels, Type HD: Full HD, Temps de réponse: 5 ms, Format d'image: 16:9, Angle de vision horizontal: 170°, Angle de vision vertical: 160°. Couleur du produit: Noir",AOC
PG-D2870W,Vidéo-projecteurs,"Sharp PG-D2870W. Luminosité du projecteur: 3000 ANSI lumens, Technologie de projection: DLP, Résolution native du projecteur: WXGA (1280x800). Type de source lumineuse: Lampe, Durée de vie de la source lumineuse: 2000 h, Durée de vie de la source lumineuse (mode économique): 5000 h. Mise au point: Manuel, Longueur focale: 10.2 - 10.2 mm. Système de format du signal analogique: NTSC 3.58. Type d'interface série: RS-232",Sharp
WS979ES,Laptops,"HP 620. Famille de processeur: Intel® Celeron® M, Modèle de processeur: T3000, Fréquence du processeur: 1,8 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA 4500MHD. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Argent. Poids: 2,49 kg",HP
HA112A3#13J,Extensions de garantie et support,HP 3y Critical Service,HP
KTM-P750K2/16G,Modules de mémoire,"Kingston Technology System Specific Memory 16GB Kit. composant pour: PC/serveur, Mémoire interne: 16 Go, Disposition de la mémoire (modules x dimensions): 2 x 8 Go, Type de mémoire interne: DDR3, Fréquence de la mémoire: 1066 MHz, Support de mémoire: 240-pin DIMM, ECC",Kingston Technology
KTM-P750K2/8G,Modules de mémoire,"Kingston Technology System Specific Memory KTM-P750K2/8G. composant pour: PC/serveur, Mémoire interne: 8 Go, Disposition de la mémoire (modules x dimensions): 2 x 4 Go, Type de mémoire interne: DDR3, Fréquence de la mémoire: 1066 MHz, Support de mémoire: 240-pin DIMM",Kingston Technology
01662-0,Coques de protection pour téléphones portables,"Contour Design iSee iPhone 4. Compatibilité: iPhone 4, Couleur du produit: Transparent",Contour Design
01663-0,Coques de protection pour téléphones portables,"Contour Design Hardskin iPhone 4. Compatibilité: iPhone 4, Couleur du produit: Noir",Contour Design
01664-0,Coques de protection pour téléphones portables,"Contour Design Showcase iPhone 4. Compatibilité: iPhone 4, Couleur du produit: Noir",Contour Design
01665-0,Coques de protection pour téléphones portables,"Contour Design Flick. Type d'étui: Housse, Compatibilité de marque: Apple, Compatibilité: iPhone 4, Couleur du produit: Noir",Contour Design
01666-0,Coques de protection pour téléphones portables,"Contour Design Hardskin iPhone 4. Compatibilité: iPhone 4, Couleur du produit: Violet",Contour Design
4870-00592-112,Extensions de garantie et support,POLY 4870-00592-112. Nombre d'années: 1 année(s),POLY
RM1-4426,Pièces de rechange pour équipement d'impression,"HP RM1-4426. Type: Roller, Compatibilité des périphériques: Imprimante laser/LED, Compatibilité de marque: HP, Compatibilité: Color LaserJet CP2025, Color LaserJet CP1215, Color LaserJet CP1515, Color LaserJet CP1518",HP
