Ref_produit,Categorie,Description,Marque
T6202AA,Logiciels de développement,HP SaaS BAC SLM for SiteScope 1-50 Points 1 Year Bundle Support SW License. Type: Logiciel de développement,HP
TA382AA,Logiciels de développement,HP BAC for SOA Service Providers SW License. Type: Logiciel de développement,HP
TA383AAE,Logiciels de développement,HP BAC for SOA Service Consumers SW E-License. Type: Logiciel de développement,HP
CQ559AAE,Licences et mises à jour de logiciel,HP Output Server 50 License Block Users (10k+) SW E-LTU,HP
T3547CAE,Logiciel de mise en réseau,HP Select Identity Connector C3 English Software E-Media. Type: Gestion de réseau,HP
T8960AAE,Logiciels de développement,HP NA Core Upgrade to Horizontal Scalability v7.2 English SW E-Media. Type: Logiciel de développement,HP
ZD119AA,Logistique,HP Unpack Waste Removal for Personal Systems,HP
DR114A,Extensions de garantie et support,HP System Customization Misc. ALL,HP
CN445AAE,Logiciels utilitaires pour PC,HP Web Jetadmin Business Intelligence Module Production Software,HP
HE831A1,Logiciels de développement,HP BPT Accel for SAP SOW Based SW SVC. Type: Logiciel de développement,HP
TROSF00533,Imprimantes laser,HP TROY State Farm Claim 4350N 110V Printer,HP
T9200AAE,Logiciels de développement,HP BAC Diagnostics for SOA 200+ CPU SW E-License. Type: Logiciel de développement,HP
T4500EAE,Logiciels de développement,HP Connect-It v3.81 SW E-Media. Type: Logiciel de développement,HP
US227E,Extensions de garantie et support,HP 5y 4h 13x5 Designjet T1200 44-in Supp,HP
580250-001,Unités centrales,HP BLc3000 Special/Promotional Enclosure,HP
NU486AV,Laptops,HP EliteBook 8540p Base Model Notebook PC,HP
WG358PA,Laptops,HP Compaq Presario CQ40-642TX Notebook PC,HP
T4274AAE,Logiciel de stockage,HP File Migration Agent E-Media Kit. Type: Stockage en réseau,HP
AY002AA,Récepteurs AV,HP DreamScreen 100 Wireless Connected Screen,HP
T3478AA,Licences et mises à jour de logiciel,HP CAE Application Manager 1000 Users SW License,HP
T3483AA,Licences et mises à jour de logiciel,HP CM Inventory Manager 1000 Users SW License,HP
HE846A1,Logiciels de développement,HP BAC BPM Implementation SW SVC. Type: Logiciel de développement,HP
T3937AAE,Licences et mises à jour de logiciel,HP CAE Server Virtual 10 Pack SW E-License,HP
TRO18944001,Cartouches de toner,HP TROY 4000/4050 MICR Secure High-yield Toner Cartridge,HP
TRO19882001,Kits d'imprimantes et scanners,HP TROY MICR 2200 DIMM Kit,HP
HE838A1,Logiciels de développement,HP LoadRunner Quick Start Plus SW SVC. Type: Logiciel de développement,HP
TRO20367001,Kits d'imprimantes et scanners,HP TROY 2420/2430 Font Memory Card Kit,HP
T3492AA,Logiciel de mise en réseau,HP CM Client Configuration Manager v1 SW Media. Type: Gestion de réseau,HP
T3488AA,Licences et mises à jour de logiciel,HP Client Automation Standard Manager SW License,HP
CJ721AAE,Licences et mises à jour de logiciel,HP Dialogue Module for TIFF Output MVS-Z/OS Hot Backup SW E-LTU,HP
CJ878AAE,Licences et mises à jour de logiciel,HP Dialogue Metacode Output Module for Workstation Engine Production SW E-LTU,HP
CJ753AAE,Licences et mises à jour de logiciel,HP Dialogue Module for VIPP Output MVS-Z/OS Production SW E-LTU,HP
CJ887AAE,Licences et mises à jour de logiciel,HP Dialogue Module for PostScript Output Workstation Engine Production SW E-LTU,HP
CQ567AAE,Licences et mises à jour de logiciel,HP Output Manager for Oracle Applications Development SW E-LTU,HP
CQ570AAE,Licences et mises à jour de logiciel,HP Output Manager for OpenView Development SW E-LTU,HP
CN569AAE,Licences et mises à jour de logiciel,HP SAP Postal Soft Commercial Mail Bundle Term SW E-LTU,HP
TROHP572111,Imprimantes laser,HP TROY 3005N MICR 1T/1L/110V Printer,HP
PHA00056,Logiciels utilitaires pour PC,HP Pharos UP Diebold Billing Gateway Software. Type: Impression,HP
PHA00021,Logiciels utilitaires pour PC,HP Pharos Omega PS150 SmartLink Copy Standard Hardware. Type: Impression,HP
TRO81036001,Cartouches de toner,HP TROY 1320/1160 MICR Secure Toner Cartridge,HP
T9571AA,Logiciels de développement,HP AMP Concurrent User SW License. Type: Logiciel de développement,HP
BB185AA,Licences et mises à jour de logiciel,HP Business Process Insight Enterprise Foundation SW License,HP
T6206AAE,Non classé,HP BAC SLM for Business Process Monitor 1-50 Targets SW E-License,HP
T6204AAE,Logiciels de développement,HP SaaS BAC SLM for SiteScope 501-2000 Points 1 Year Bundle Support SW E-license. Type: Logiciel de développement,HP
T9473AA,Logiciels de développement,HP SaaS DDM for BAC Found (SE) 1001+ CPU 1 Year Bundle Support SW License. Type: Logiciel de développement,HP
T9569AA,Logiciels de développement,HP BAC SLM for TV Mainframe Sensor per MSU SW License. Type: Logiciel de développement,HP
CQ515AAE,Licences et mises à jour de logiciel,HP Exstream Citrix Instance Term SW E-LTU,HP
T8389AA,Logiciels de développement,HP SOA Systinet Visibility Upgrade to Standard Edition Foundation SW License. Type: Logiciel de développement,HP
CQ594AAE,Licences et mises à jour de logiciel,HP Output Server Base Product CPU SW E-LTU,HP
TB001AAE,Logiciels de développement,HP IT Analytics v2.0 English SW E-Media. Type: Logiciel de développement,HP
T3941BAE,Logiciel de mise en réseau,HP Select Access v6.2 English SW E-Media. Type: Gestion de réseau,HP
UT948E,Extensions de garantie et support,"HP Assistance matérielle avec intervention le jour ouvré suivant et conservation des supports défectueux pour imprimante LaserJet P3015 - 3 ans. Nombre d'années: 3 année(s), Type: Sur place, Jour ouvrable suivant",HP
T3766AAE,Logiciel de mise en réseau,HP Client Auto Enterprise Extension for Windows Installer Admin SW E-License. Type: Gestion de réseau,HP
TRO20121001,Kits d'imprimantes et scanners,HP TROY MICR 4300 Font DIMM Kit,HP
CJ697AAE,Licences et mises à jour de logiciel,HP Module for AFP Studio TemPost MVS-Z/OS Hot Backup SW E-LTU,HP
T9591AA,Logiciels de développement,HP AMP 10-Sensor Suite Non-Production includes 3 WebInspect User SW License. Type: Logiciel de développement,HP
TA385AAE,Logiciels de développement,HP BAC Service Level Management for SOA 21-50 CPUs SW E-License. Type: Logiciel de développement,HP
T8976DAE,Logiciels de développement,HP Network Automation Core Linux Edition v7.2 English SW E-Media. Type: Logiciel de développement,HP
NV386UA,Systèmes de paiement,HP rp5700 Point of Sale System,HP
US190PE,Extensions de garantie et support,HP 1y PW Nbd+DMR Dsnjt L25500 42-in Supp,HP
BK262AA,PC/postes de travail,"HP Pavilion p6302f. Fréquence du processeur: 2,6 GHz, Famille de processeur: Intel® Pentium®G, Modèle de processeur: 620. Mémoire interne: 6 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 500 Go, Supports de stockage: HDD, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Home Premium, Architecture du système d'exploitation: 64-bit. Alimentation d'énergie: 300 W. Type de châssis: Mini Tower. Type de produit: PC",HP
WB259PA,PC/postes de travail,HP 2533t Mobile Thin Client,HP
VV352PA,Laptops,HP Compaq Presario CQ61-317TU Notebook PC,HP
VV346PA,Laptops,HP Pavilion dm3-1016ax Entertainment Notebook PC,HP
WH867UA,Laptops,HP Mini 210-1093NR PC,HP
AR626AA,Imprimantes Point de Vente,HP Point of Sale Bar Code Scanner,HP
J9306AZ,Unités d'alimentation d'énergie,HP ProCurve 1500W PoE+ zl Power Supply,HP
T3936AA,Logiciel de mise en réseau,HP Client Automation Enterprise Server Virtual Pack for 5 Machines SW License. Type: Gestion de réseau,HP
T3335BA,Licences et mises à jour de logiciel,HP Software Manager Windows Desktop Radia SW License,HP
T3359BA,Licences et mises à jour de logiciel,HP CM Desktop Management Suite v4 Windows Radia SW License,HP
T3507AA,Licences et mises à jour de logiciel,HP CM Patch Manager 1000 Users PC SW License,HP
TRO5300606,Imprimantes laser,HP TROY State Farm Claim 2430DTN 110V Printer,HP
TRO20080001,Kits d'imprimantes et scanners,HP TROY MICR 8100 Font DIMM Kit,HP
T3356BAE,Logiciel de mise en réseau,HP Client Automation Enterprise Patch Manager Server SW E-License. Type: Gestion de réseau,HP
T3826CAE,Logiciel de mise en réseau,HP Configuration Management v5 SW E-Media. Type: Gestion de réseau,HP
TRO17981001,Cartouches de toner,HP TROY 8000/5SI MICR Secure Toner Cartridge,HP
TRO20197001,Kits d'imprimantes et scanners,HP TROY MICR 1300/1320 Font DIMM Kit,HP
T3921AA,Logiciel de mise en réseau,HP Inventory Manager v4i Unix Desktop 1000 Users Radia SW License. Type: Gestion de réseau,HP
T4009AAE,Licences et mises à jour de logiciel,HP CM Management and Migration Suite 1000 Users SW E-License,HP
T3492BA,Logiciel de mise en réseau,HP Client Automation Standard v2.00 SW Media. Type: Gestion de réseau,HP
CJ755AAE,Licences et mises à jour de logiciel,HP Dialogue Module for VIPP Output MVS-Z/OS Development SW E-LTU,HP
CJ743AAE,Licences et mises à jour de logiciel,HP Dialogue Module for VDX Output MVS-Z/OS Development SW E-LTU,HP
CJ707AAE,Licences et mises à jour de logiciel,HP Dialogue Module for Test Data Capture MVS-Z/OS Development SW E-LTU,HP
CJ112AAE,Licences et mises à jour de logiciel,HP Dialogue Anywhere Designers SW E-LTU,HP
CJ898AAE,Licences et mises à jour de logiciel,HP Dialogue Module for VPS Output Workstation Engine Production SW E-LTU,HP
CJ888AAE,Licences et mises à jour de logiciel,HP Utility for AFP Studio PostScript Compare SW E-LTU,HP
CQ581AAE,Licences et mises à jour de logiciel,HP Output Explorer Hot Backup SW E-LTU,HP
CQ596AAE,Licences et mises à jour de logiciel,HP Output Server Base Product CPU Hot Backup SW E-LTU,HP
FQ503AA,Lecteurs DVD/Blu-Ray,HP df820 Digital Picture Frame,HP
CH229A,Logiciels utilitaires pour PC,HP Onyx Production House RIP Software. Type: Impression,HP
PHA00057,Logiciels utilitaires pour PC,HP Pharos UP Gen Meter Billing Gateway Software. Type: Impression,HP
PHA00047,Logiciels utilitaires pour PC,HP Pharos UP Off The Glass Site (FTE 40k-50k) License. Type: Impression,HP
TRO00579201,Imprimantes laser,HP TROY 3005TN MICR 2T/0L/110V Printer,HP
CN566AAE,Licences et mises à jour de logiciel,HP Utility for AFP Studio PostScript Compare Visual SW E-LTU,HP
T9574AA,Logiciels de développement,HP AMP 1-Sensor Suite includes 1 WebInspect User SW License. Type: Logiciel de développement,HP
T9531AAE,Logiciels de développement,HP EUM with RUM for TCP/IP 100 Mbps at 2-5 Gbps Tier SW E-License. Type: Logiciel de développement,HP
T6202AAE,Logiciels de développement,HP SaaS BAC SLM for SiteScope 1-50 Points 1 Year Bundle Support SW E-License. Type: Logiciel de développement,HP
TA226AA,Logiciels de développement,HP BAC Diagnostics for Composite Application 51-200 CPUs SW License. Type: Logiciel de développement,HP
T9487AA,Logiciels de développement,HP SiteScope JBoss AS 4.x Solution Template SW License. Type: Logiciel de développement,HP
T8352BAE,Logiciels de développement,HP BAC MLU v7.50 SW E-Media. Type: Logiciel de développement,HP
T5682AAE,Non classé,HP BAC and EUM with Business Process Monitor 1-50 Targets SW E-License,HP
BB188AA,Licences et mises à jour de logiciel,HP Business Process Insight Enterprise Suite SW License,HP
T9181AAE,Non classé,HP BAC for SOA v7.00 English SW E-Media,HP
DUMSES,Logiciel de stockage,HP Storage Essentials Suite Software. Type: Stockage en réseau,HP
T4500GAE,Logiciels de développement,HP Connect-It v3.91 SW E-Media. Type: Logiciel de développement,HP
T3478AAE,Licences et mises à jour de logiciel,HP CAE Application Manager 1000 Users SW E-License,HP
TRO19880001,Kits d'imprimantes et scanners,HP TROY MICR 9000 DIMM Kit,HP
T9577AA,Logiciels de développement,HP AMP 10-Sensor Suite includes 3 WebInspect User SW License. Type: Logiciel de développement,HP
T9181AA,Non classé,HP BAC for SOA v7.00 English SW Media,HP
US193E,Extensions de garantie et support,HP 5y 4h 13x5 Dsnjt L25500 42-in HW Supp,HP
US207PE,Extensions de garantie et support,HP 1y PW 4h 9x5 DsnjtL25500 60-in Supp,HP
BK264AA,PC/postes de travail,HP Pavilion Slimline s5314f Desktop PC,HP
WJ767AV,Laptops,HP Mini 210-1000 CTO PC,HP
CB787A,Faxs,HP 640 Fax,HP
AH345A,Unités centrales,HP BLc7000 Carrier-grade Enclosure,HP
J9308AZ,Cartes réseau,HP ProCurve 20-Port 10/100/1000 PoE+/4-Port MiniGBIC zl Module,HP
CN447AAE,Logiciels utilitaires pour PC,HP Web Jetadmin Application Integration Module Production Software,HP
HE849A1,Logiciels de développement,HP BAC Upgrade SW SVC. Type: Logiciel de développement,HP
T3495AA,Licences et mises à jour de logiciel,HP CM PC Management Bundle 1000 Users SW License,HP
T3498AAE,Licences et mises à jour de logiciel,HP Settings Migration Install Base 10 Pack SW E-License,HP
HE825A1,Logiciels de développement,HP Perf Validation Best Practice SW SVC. Type: Logiciel de développement,HP
HB215AA,Licences et mises à jour de logiciel,HP Client Management Radia for SSP SW License,HP
TRO00549222,Imprimantes laser,HP TROY 9050TN MICR Secure EX 2T/2L/220V Printer,HP
TROKB00714,Imprimantes laser,HP TROY State Farm Life and Health 4350N 110V Printer,HP
PHA00016,Lecteurs de contrôle d'accès,HP Pharos pcProx I-CLASS USB Reader,HP
T3361BA,Licences et mises à jour de logiciel,HP CM Server Management Suite Radia SW License,HP
PHA00014,Logiciels utilitaires pour PC,HP Pharos USB Mini Magnetic Card Swipe. Type: Impression,HP
TRO81051001,Cartouches de toner,HP TROY 5L MICR Toner Cartridge,HP
T4006AAE,Logiciel de mise en réseau,HP Client Automation Enterprise OS Migration Manager PC SW E-License. Type: Gestion de réseau,HP
T4850AAE,Licences et mises à jour de logiciel,HP CAE PC Management Bundle SW E-License,HP
CJ874AAE,Licences et mises à jour de logiciel,HP Dialogue Module for Dynamic Data Access Wrkstn Engine Production SW E-LTU,HP
CQ598AAE,Licences et mises à jour de logiciel,HP Remote and Confidential Printing Development SW E-LTU,HP
CQ573AAE,Licences et mises à jour de logiciel,HP Output Distributor Development SW E-LTU,HP
KY577AA,Laptops,HP Voodoo Envy133 NV4080NA Notebook PC,HP
TROCD005362,Imprimantes laser,HP TROY CitiDirect 4250 Secure EX 1T1L/220V Printer,HP
PHA00042,Licences et mises à jour de logiciel,HP Pharos UP Off The Glass (FTE 7501-10k) License,HP
TRO81128001,Cartouches de toner,HP TROY 1300 MICR Toner Cartridge,HP
TRO81215001,Cartouches de toner,HP TROY 2015 MICR High-yield APACS Toner Cartridge,HP
T9572AA,Logiciels de développement,HP AMP Sensor SW License. Type: Logiciel de développement,HP
T9587AA,Logiciels de développement,HP AMP Base Server Non-Production SW License. Type: Logiciel de développement,HP
4870-00292-312,Extensions de garantie et support,"POLY 3 Year Premier Extended Service Agreement, RMX 2000/4000. Nombre d'années: 3 année(s)",POLY
4870-00292-114,Extensions de garantie et support,"POLY 1 Year Premier Plus Extended Service Agreement, RMX 2000/4000. Nombre d'années: 1 année(s)",POLY
4870-00292-112,Extensions de garantie et support,"POLY 1 Year Premier Extended Service Agreement, RMX 2000/4000. Nombre d'années: 1 année(s)",POLY
4870-00290-314,Extensions de garantie et support,"POLY 3 Year Premier Plus Extended Service Agreement, RMX 2000/4000. Nombre d'années: 3 année(s)",POLY
4870-00290-312,Extensions de garantie et support,"POLY 3 Year Premier Extended Service Agreement, RMX 2000. Nombre d'années: 3 année(s)",POLY
4870-00290-114,Extensions de garantie et support,"POLY 1 Year Premier Plus Extended Service Agreement, RMX 2000/4000. Nombre d'années: 1 année(s)",POLY
4870-00290-112,Extensions de garantie et support,"POLY 1 Year Premier Extended Service Agreement, RMX 2000. Nombre d'années: 1 année(s)",POLY
4870-00288-314,Extensions de garantie et support,"POLY 3 Year Premier Plus Extended Service Agreement, RMX 2000. Nombre d'années: 3 année(s)",POLY
4870-00288-312,Extensions de garantie et support,"POLY 3 Year Premier Extended Service Agreement, RMX 2000. Nombre d'années: 3 année(s)",POLY
4870-00288-114,Extensions de garantie et support,"POLY 1 Year Premier Plus Extended Service Agreement, RMX 2000. Nombre d'années: 1 année(s)",POLY
4870-00288-112,Extensions de garantie et support,"POLY 1 Year Premier Extended Service Agreement, RMX 2000. Nombre d'années: 1 année(s)",POLY
4870-00288-007,Services d'installation,"POLY Implementation service for RMX 2000, 20 HD/80 CIF system",POLY
4870-00286-314,Extensions de garantie et support,"POLY 3 Year Premier Plus Extended Service Agreement, RMX 2000. Nombre d'années: 3 année(s)",POLY
4870-00286-312,Extensions de garantie et support,"POLY 3 Year Premier Extended Service Agreement, RMX 2000. Nombre d'années: 3 année(s)",POLY
4870-00286-114,Extensions de garantie et support,"POLY 1 Year Premier Plus Extended Service Agreement, RMX 2000. Nombre d'années: 1 année(s)",POLY
4870-00286-112,Extensions de garantie et support,"POLY 1 Year Premier Extended Service Agreement, RMX 2000. Nombre d'années: 1 année(s)",POLY
4870-00286-007,Services d'installation,"POLY Implementation service for RMX 2000, 15 HD/60 CIF system",POLY
4870-00284-314,Extensions de garantie et support,"POLY 3 Year Premier Plus Extended Service Agreement, RMX 2000. Nombre d'années: 3 année(s)",POLY
