Ref_produit,Categorie,Description,Marque
KK640EA#UUZ#*B5,PC/postes de travail,"HP Z200. Fréquence du processeur: 3,2 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-650. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur de cartes mémoires intégré, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 320 W. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 10,7 kg",HP
DVP-FX750B,Lecteurs DVD/Blu-Ray portables,"Sony DVP-FX750B. Format: Dessus de table, Couleur du produit: Noir, Format des disques de lecture: CD audio, CD vidéo. Taille de l'écran: 17,8 cm (7""), Résolution de l'écran: 480 x 234 pixels, Écran: LCD. Convertisseur D/A: 12-bit/108MHz. Format vidéo pris en charge: DIVX. Type de source d'alimentation: Secteur, Batterie, Fréquence d'entrée AC: 60 Hz, Tension d'entrée AC: 120 V",Sony
DVP-FX750P,Lecteurs DVD/Blu-Ray portables,"Sony DVP-FX750P. Couleur du produit: Rose, Système de format du signal analogique: NTSC, PAL. Taille de l'écran: 17,8 cm (7""), Écran: LCD. Convertisseur D/A: 14-Bit/54MHz. Convertisseur Audio D/A: 20 bits/96 kHz. Casque connection: 3,5 mm",Sony
VFY:W4800WF011NL,PC/postes de travail,"Fujitsu CELSIUS W480. Fréquence du processeur: 2,4 GHz, Famille de processeur: Intel® Xeon® séquence 3000, Modèle de processeur: X3430. Mémoire interne: 8 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur de cartes mémoires intégré. Système d'exploitation installé: Windows 7 Professional. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 16 kg. Couleur du produit: Noir",Fujitsu
VFY:P5731PF011NL,PC/postes de travail,"Fujitsu ESPRIMO P5731. Fréquence du processeur: 3 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E8400. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 300 W. Type de châssis: Mini Tower. Type de produit: PC. Poids: 12 kg. Couleur du produit: Noir",Fujitsu
BLKBRY97-ST-GMT/BLK,Coques de protection pour téléphones portables,"IFROGZ Luxe Case for Blackberry 9700. Compatibilité: BlackBerry 9700, Couleur du produit: Gris",IFROGZ
VFY:E5731PF031NL,PC/postes de travail,"Fujitsu ESPRIMO E5731. Fréquence du processeur: 3 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E8400. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 250 W. Type de châssis: SFF. Type de produit: PC. Poids: 10 kg. Couleur du produit: Noir",Fujitsu
VFY:C5731PF011NL,PC/postes de travail,"Fujitsu ESPRIMO C5731. Fréquence du processeur: 3 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E8400. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 218 W. Type de produit: PC. Poids: 9 kg. Couleur du produit: Noir",Fujitsu
VFY:A5300MF021NL,Laptops,"Fujitsu LIFEBOOK A530. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-430M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,75 kg",Fujitsu
VFY:A5300MF011NL,Laptops,"Fujitsu LIFEBOOK A530. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-330M, Fréquence du processeur: 2,13 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 250 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,75 kg",Fujitsu
G81-8000LUVDE-2,Claviers,"CHERRY MultiBoard G81-8000. Technologie de connectivité: Avec fil, Interface de l'appareil: USB, Disposition des touches du clavier: QWERTY. Longueur de câble: 1,75 m. Couleur du produit: Noir",CHERRY
VN891EA,PC/postes de travail,"HP Elite 7100 Microtower PC. Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-530. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 500 Go, Lecteur de cartes mémoires intégré, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Type de produit: PC. Poids: 10,2 kg",HP
OPFX160-M311XP,Clients légers/PC lame,"DELL OptiPlex FX160. Fréquence du processeur: 1,6 GHz, Famille de processeur: Intel Atom®, Processeur bus système: 533 MHz. Mémoire interne: 2 Go, Fréquence de la mémoire: 667 MHz. Capacité totale de stockage: 1 Go. Couleur du produit: Noir. Alimentation d'énergie: 50 W",DELL
OPFX160-E311LN,Clients légers/PC lame,"DELL OptiPlex FX160. Fréquence du processeur: 1,6 GHz, Famille de processeur: Intel Atom®, Processeur bus système: 533 MHz. Mémoire interne: 2 Go, Fréquence de la mémoire: 667 MHz. Capacité totale de stockage: 1 Go. Couleur du produit: Noir. Alimentation d'énergie: 50 W",DELL
OPFX160-E311XP,Clients légers/PC lame,"DELL OptiPlex FX160. Fréquence du processeur: 1,6 GHz, Famille de processeur: Intel Atom®, Processeur bus système: 533 MHz. Mémoire interne: 2 Go, Fréquence de la mémoire: 667 MHz. Capacité totale de stockage: 1 Go. Couleur du produit: Noir. Alimentation d'énergie: 50 W",DELL
OP980MT-M311,PC/postes de travail,"DELL OptiPlex 980 MT. Fréquence du processeur: 3,2 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-650. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 305 W. Type de châssis: Mini Tower. Type de produit: PC. Couleur du produit: Noir",DELL
OP980MT-X311,PC/postes de travail,"DELL OptiPlex 980MT. Fréquence du processeur: 2,8 GHz, Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-860. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: AMD Radeon HD 3450. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 305 W. Type de châssis: Mini Tower. Type de produit: PC. Poids: 11,4 kg. Couleur du produit: Noir",DELL
OP780SF-M311,PC/postes de travail,"DELL OP780SF-M311. Fréquence du processeur: 3,16 GHz, Famille de processeur: Intel® Core™2 Duo. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Wifi. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 235 W. Type de châssis: SFF. Type de produit: PC. Poids: 6,8 kg. Couleur du produit: Noir",DELL
OP780MT-M311,PC/postes de travail,"DELL OptiPlex 780MT. Fréquence du processeur: 3,16 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E8500. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur de cartes mémoires intégré, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel GMA iX4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 305 W. Type de châssis: Mini Tower. Type de produit: PC. Couleur du produit: Noir",DELL
OP780MT-K311,PC/postes de travail,"DELL OP780MT-K311. Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 255 W. Type de châssis: Mini Tower. Type de produit: PC. Poids: 11,7 kg. Couleur du produit: Noir",DELL
OP780DT-M311,PC/postes de travail,"DELL OP780DT-M311. Fréquence du processeur: 3,16 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E8500. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 255 W. Type de châssis: Bureau. Type de produit: PC. Poids: 8,26 kg. Couleur du produit: Noir",DELL
OP780DT-K311,PC/postes de travail,"DELL OP780DT-K311. Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 255 W. Type de châssis: Bureau. Type de produit: PC. Poids: 8,26 kg. Couleur du produit: Noir",DELL
OP780DT-E311,PC/postes de travail,"DELL OptiPlex 780DT. Fréquence du processeur: 1,86 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E6300. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 255 W. Type de châssis: Bureau. Type de produit: PC. Poids: 8,26 kg. Couleur du produit: Noir",DELL
OP380MT-M311,PC/postes de travail,"DELL OP380MT-M311. Fréquence du processeur: 3,16 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E8500. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 255 W. Type de châssis: Mini Tower. Type de produit: PC. Poids: 12 kg. Couleur du produit: Gris",DELL
OP380MT-E311,PC/postes de travail,"DELL OP380MT-E311. Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 250 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 255 W. Type de châssis: Mini Tower. Type de produit: PC. Poids: 12 kg. Couleur du produit: Gris",DELL
OP380SF-M311,PC/postes de travail,"DELL OptiPlex 380SF. Fréquence du processeur: 3,16 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E8500. Mémoire interne: 4 Go, Type de mémoire interne: DDR2-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA 3100. Système d'exploitation installé: Windows 7 Professional. Type de châssis: SFF. Type de produit: PC. Poids: 12,3 kg. Couleur du produit: Noir",DELL
I1750-E244NL,Laptops,"DELL Inspiron 1750. Famille de processeur: Intel® Pentium® double cœur, Modèle de processeur: T4400, Fréquence du processeur: 2,2 GHz. Taille de l'écran: 43,9 cm (17.3""), Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA 4500MHD. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 3,1 kg",DELL
I1545-E244NL,Laptops,"DELL I1545-E244NL. Famille de processeur: Intel® Pentium® double cœur, Modèle de processeur: T4400, Fréquence du processeur: 2,2 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA 4500MHD. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 2,64 kg",DELL
E6410-M311NL,Laptops,"DELL Latitude E6410. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-620M, Fréquence du processeur: 2,66 GHz. Taille de l'écran: 35,8 cm (14.1""), Résolution de l'écran: 1440 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA® Quadro® NVS 3100M. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir",DELL
E6510-M311NL,Laptops,"DELL E6510-M311NL. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-720QM, Fréquence du processeur: 1,6 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: NVIDIA Quadro HD 6310. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,51 kg",DELL
E6510-E311NL,Laptops,"DELL E6510-E311NL. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-620M, Fréquence du processeur: 2,66 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1440 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA Quadro HD 6310. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,51 kg",DELL
E6410-E311NL,Laptops,"DELL Latitude E6410. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-520M, Fréquence du processeur: 2,4 GHz. Taille de l'écran: 35,8 cm (14.1""), Résolution de l'écran: 1440 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA Quadro HD 6310. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir",DELL
KNDL2-ST-GRP,Étuis pour lecteur d'e-book,"IFROGZ Luxe Case for Kindle 2. Couleur du produit: Violet, Matériel: Plastique, Compatibilité: Kindle 2",IFROGZ
0139W705,Étuis et housses d’appareils photo,"Canon DCC-2210. Compatibilité: IXUS 210, Couleur du produit: Noir, Argent",Canon
0139W706,Étuis et housses d’appareils photo,"Canon DCC-2210. Compatibilité: IXUS 210, Couleur du produit: Noir, Violet",Canon
ET1610PT-B0125,Pcs tout en un/stations de travail,"ASUS EeeTop PC ET1610PT-B0125. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels, Écran tactile. Famille de processeur: Intel Atom®, Fréquence du processeur: 1,66 GHz. Mémoire interne: 1 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 160 Go. Modèle d'adaptateur graphique distinct: Intel® GMA 3150. Appareil photo intégré. Couleur du produit: Noir",ASUS
NUS8UMC,Laptops,"Lenovo ThinkPad X201. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-540M, Fréquence du processeur: 2,53 GHz. Taille de l'écran: 30,7 cm (12.1""), Résolution de l'écran: 1280 x 800 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Génération de réseau mobile: 3G. Système d'exploitation installé: Windows 7 Professional. Poids: 1,44 kg",Lenovo
DVP-FX750W,Lecteurs DVD/Blu-Ray portables,"Sony DVP-FX750W. Couleur du produit: Blanc. Taille de l'écran: 17,8 cm (7""), Écran: LCD. Convertisseur D/A: 14-Bit/54MHz. Convertisseur Audio D/A: 20 bits/96 kHz. Casque connection: 3,5 mm",Sony
DVP-FX750R,Lecteurs DVD/Blu-Ray portables,"Sony DVP-FX750R. Couleur du produit: Rouge. Taille de l'écran: 17,8 cm (7""), Écran: LCD. Convertisseur D/A: 14-Bit/54MHz. Convertisseur Audio D/A: 20 bits/96 kHz. Casque connection: 3,5 mm",Sony
HTAS5,Sets d'enceintes,"Sony HT-AS5. Canaux de sortie audio: 5.1 canaux, Puissance évaluée de RMS: 1000 W. Dimensions du haut-parleur avant (L x P x H): 75 x 225 x 71 mm, Poids du haut-parleur avant: 450 g. Puissance RMS du Subwoofer: 165 W, Dimensions du caisson de basse (L x P x H): 196 x 450 x 410,5 mm, Poids du Subwoofer: 10,4 kg. Consommation électrique typique: 110 W",Sony
DPFX95B.CEP,Cadres photos numériques,Sony DPF-X95B,Sony
DVPSR700HB,Lecteurs DVD/Blu-Ray,"Sony DVPSR700HB. Format d'image: 16:9. Formats audio pris en charge: AAC, MP3, WMA. Largeur: 320 mm, Profondeur: 209 mm, Hauteur: 32 mm. Écran: LED, Temps de réponse: 7 ms. Dimensions (LxPxH): 320 x 209 x 32 mm, Type de télécommande: RMT-D187P, Type de câble: AV",Sony
0033X078,Étuis et housses d’appareils photo,"Canon DCC-2210. Compatibilité: IXUS 210, Couleur du produit: Noir",Canon
NUSKJMC,Laptops,"Lenovo ThinkPad X201i. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-330M, Fréquence du processeur: 2,13 GHz. Taille de l'écran: 30,7 cm (12.1""), Résolution de l'écran: 1280 x 800 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 1,4 kg",Lenovo
NTF7SUK#*KIT*,Laptops,"Lenovo ThinkPad T510i + Mini Dock Series 3. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-330M, Fréquence du processeur: 2,13 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 250 Go. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Poids: 2,67 kg",Lenovo
NTS5GUK#*KIT*,Laptops,"Lenovo ThinkPad X100e + X100e Sleeve Case. Modèle de processeur: L625, Fréquence du processeur: 1,6 GHz. Taille de l'écran: 29,5 cm (11.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go. Génération de réseau mobile: 3G. Modèle d'adaptateur graphique distinct: AMD Radeon HD 3200. Système d'exploitation installé: Windows 7 Professional. Poids: 1,33 kg",Lenovo
NSP3UUK#*KIT*,Laptops,"Lenovo ThinkPad SL410. Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: T5870, Fréquence du processeur: 2 GHz. Taille de l'écran: 35,6 cm (14""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,9 kg",Lenovo
BLKBRY95-ST-GRN/BLK,Coques de protection pour téléphones portables,"IFROGZ Luxe Case for BlackBerry 9500. Compatibilité: BlackBerry 9500, Couleur du produit: Vert",IFROGZ
OP380DT-E311,PC/postes de travail,"DELL OP380DT-E311. Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 250 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 255 W. Type de châssis: Bureau. Type de produit: PC. Poids: 9 kg. Couleur du produit: Gris",DELL
21051,Écrans plats de PC,"EIZO S2433W. Taille de l'écran: 61,2 cm (24.1""), Résolution de l'écran: 1920 x 1200 pixels, Temps de réponse: 6 ms, Format d'image: 16:10, Angle de vision horizontal: 178°, Angle de vision vertical: 178°. Couleur du produit: Noir",EIZO
21049,Écrans plats de PC,"EIZO S2243W. Taille de l'écran: 55,9 cm (22""), Résolution de l'écran: 1920 x 1200 pixels, Temps de réponse: 6 ms, Angle de vision horizontal: 178°, Angle de vision vertical: 178°. Version du concentrateur USB: 2.0. Couleur du produit: Noir",EIZO
OP380DT-M311,PC/postes de travail,"DELL OP380DT-M311. Fréquence du processeur: 3,16 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E8500. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 255 W. Type de châssis: Bureau. Type de produit: PC. Poids: 9 kg. Couleur du produit: Gris",DELL
KK627EA#UUZ#*B5,PC/postes de travail,"HP Z200. Fréquence du processeur: 3,2 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-650. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur de cartes mémoires intégré, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 240 W. Type de châssis: SFF. Type de produit: Station de travail. Poids: 7,6 kg",HP
OP780MT-E311,PC/postes de travail,"DELL OP780MT-E311. Fréquence du processeur: 1,86 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E6300. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 255 W. Type de châssis: Mini Tower. Type de produit: PC. Poids: 11,7 kg. Couleur du produit: Noir",DELL
OP780SF-K311,PC/postes de travail,"DELL OP780SF-K311. Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Wifi. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 235 W. Type de châssis: SFF. Type de produit: PC. Poids: 6,8 kg. Couleur du produit: Noir",DELL
IPHONE3G-ST-BLK,Coques de protection pour téléphones portables,"IFROGZ iPhone 3G & 3G[S] Luxe. Compatibilité: Apple iPhone 3G / 3GS, Couleur du produit: Noir",IFROGZ
OP780MT-X311,PC/postes de travail,"DELL OP780MT-X311. Fréquence du processeur: 2,83 GHz, Famille de processeur: Intel® Core™2 Quad. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 255 W. Type de châssis: Mini Tower. Type de produit: PC. Poids: 11,7 kg. Couleur du produit: Noir",DELL
BLKBRY83-ST-GMT/BLK,Coques de protection pour téléphones portables,"IFROGZ Luxe Case for BlackBerry 8300. Compatibilité: BlackBerry 8300, Couleur du produit: Gris",IFROGZ
KL1030TBAFS-MIN,Security Software,"Kaspersky Mobile Security. Quantité de licences: 1 licence(s), Durée de licence (en années): 1 année(s)",Kaspersky
LE-32C452C4H,TV,"Samsung C452. Taille de l'écran: 81,3 cm (32""), Résolution de l'écran: 1366 x 768 pixels, Type HD: HD, Technologie d'affichage: LCD, Format d'image: 16:9. Couleur du produit: Noir",Samsung
LE-32C453C4H,TV,"Samsung C453. Taille de l'écran: 81,3 cm (32""), Résolution de l'écran: 1366 x 768 pixels, Type HD: HD, Technologie d'affichage: LCD, Format d'image: 16:9. Couleur du produit: Blanc",Samsung
31796,Boîtiers de disques de stockage,Freecom Silver Sleeve. Couleur du produit: Argent,Freecom
VDDCVSP,Pcs tout en un/stations de travail,"Lenovo ThinkCentre A70z. Taille de l'écran: 48,3 cm (19""), Résolution de l'écran: 1440 x 900 pixels. Famille de processeur: Intel® Core™2 Duo, Fréquence du processeur: 2,93 GHz. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Lecteur optique: DVD-RW. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir",Lenovo
4187B018,Appareils photos numériques,"Canon Digital IXUS 130. Type d'appareil photo: Appareil-photo compact, Mégapixel: 14,1 MP, Taille du capteur d'image: 1/2.3"", Type de capteur: CCD (dispositif à transfert de charge), Résolution d'image maximale: 4320 x 3240 pixels. La sensibilité ISO (max): 1600. Zoom optique: 4x, Zoom numérique: 4x, Longueur focale: 5 - 20 mm. Type HD: HD, Résolution vidéo maximale: 1280 x 720 pixels. Taille de l'écran: 6,86 cm (2.7""). PictBridge. Poids: 133 g. Couleur du produit: Rose",Canon
